,Majority protein IDs,Gene_name_canonical,cluster_annotation,Graph-based_localization_annotation,consensus_graph_annnotation
1076,C9JNE2;A0A024RCY9;Q9Y530;C9JXC3;C9J5P1,OARD1,unclassified,unclassified,unclassified
1077,A0A024RCZ1;Q8NC56;A0A220T1R7,LEMD2,ER,ER,ER
1078,A0A024RCZ8;Q9NSK0,KLC4,14-3-3_scaffold,14-3-3_scaffold,14-3-3_scaffold
1079,A0A024RD03;P82664;B4DP77,MRPS10,mitochondrion,mitochondrion,mitochondrion
1080,Q9BT09;A0A024RD07,CNPY3,ER,ER,ER
1081,A0A024RD09;Q13608,PEX6,peroxisome,peroxisome,peroxisome
1082,A0A024RD11;Q14738;E9PFR3;B4DSD7;Q59EF0;H0Y8C4,PPP2R5D,cytosol,cytosol,cytosol
1083,A0A024RD15;Q16539;B4E0K5,MAPK14,cytosol,cytosol,cytosol
1084,A0A024RD18;Q15208;B2R6F9,STK38,cytosol,cytosol,cytosol
1085,A0A024RD21;Q5T3U5,ABCC10,lysosome,lysosome,lysosome
1086,A0A0U4C5A9;A0A024RD22;K9JA49;P23511,NFYA,nucleus,nucleus,nucleus
1087,Q7LC14;Q96F31;A0A024RD24;O00221,NFKBIE,cytosol,cytosol,cytosol
1088,A0A024RD28;Q7L2Z9,CENPQ,nucleus,nucleus,nucleus
1089,A0A024RD30;Q9BX10;A8K2K2;H0Y7A5;X6RJ09,GTPBP2,nucleus,nucleus,nucleus
1090,B4DSC2;A0A024RD35;Q9NYP7;A0A024RD61,ELOVL5,ER,ER,ER
1091,A0A024RD36;Q6DKI1;R4GMU7;B7Z4G0,RPL7L1,nucleolus,nucleolus,nucleolus
1092,A0A024RD41;Q9ULC3,RAB23,plasma_membrane,plasma_membrane,plasma_membrane
1093,O75376;A0A024RD47;A0A088AWL3,NCOR1,unclassified,unclassified,unclassified
1094,A0A024RD56;Q5JTD0;B3KT40;E2QRK7,TJAP1,actin_cytoskeleton,actin_cytoskeleton,actin_cytoskeleton
1095,B3KN75;A0A024RD62;Q9Y253;B3KVC6;B7ZA36;B4DG64,POLH,unclassified,unclassified,unclassified
1096,A0A024RD67;O75486;A0A6I8PRV1,SUPT3H,nucleus,nucleus,nucleus
1097,A0A024RD78;Q6P1L8,MRPL14,mitochondrion,mitochondrion,mitochondrion
1098,A0A024RD80;P08238;B4DMA2;B4DGL0;Q6PK50,HSP90AB1,cytosol,cytosol,cytosol
1099,A0A024RD83;Q6DKK2,TTC19,mitochondrion,mitochondrion,mitochondrion
1100,A0A087WUK2;A0A024RDB5;O14979,HNRNPDL,nucleus,nucleus,nucleus
1101,A0A024RDC2;Q8IZQ1,WDFY3,early_endosome,cytosol,cytosol
1102,A0A024RDE5;Q9UN86;A0A7I2V3E2;A0A7I2YQD9,G3BP2,stress_granule,stress_granule,stress_granule
1103,A0A024RDE8;Q96HC4;Q4W5K9,PDLIM5,plasma_membrane,cytosol,cytosol
1104,A0A024RDF4;A1LU37;Q14103;H0Y8G5;H0YA96;D6RAF8,HNRNPD,nucleus,nucleus,nucleus
1105,A0A024RDG5;Q53EU6,GPAT3,ER,ER,ER
1106,A0A1W2PS43;A0A024RDG6;Q14108;A0A1W2PRS1;A0A1W2PPU6;A0A1W2PQR6;A0A1W2PQB7;A0A1W2PPX5;A0A1W2PRF6,SCARB2,lysosome,lysosome,lysosome
1107,Q92903;A0A024RDG8,CDS1,ER,ER,ER
1108,A0A024RDH2;P61077;A0A087WY85;D6RA11;D6RFM0;D6RAH7,UBE2D3,actin_cytoskeleton,cytosol,cytosol
1109,A0A024RDH3;Q8TEA7,TBCK,early_endosome,unclassified,early_endosome
1110,A0A024RDJ1;Q9NRP0;A0A087WUD3,DC2,ER,ER,ER
1111,A0A024RDK4;Q96CB8;A0A087WXN4;E9PGI3,INTS12,nucleus,nucleus,nucleus
1112,A0A024RDL0;O75575,CRCP,cytosol,cytosol,cytosol
1113,B2R9K8;A0A024RDL1;P40227;Q59ET3;B4DPJ8;A1JUI8,CCT6A,actin_cytoskeleton,actin_cytoskeleton,actin_cytoskeleton
1114,A0A024RDL3;P78330;Q53EY1;A0A024RDL9;C9JBI3,PSPH,cytosol,cytosol,cytosol
1115,A0A024RDL6;E9PFK9;Q9UJ41;A8K3R3;Q3HKR1;B3KMF1,RABGEF1,early_endosome,early_endosome,early_endosome
1116,A0A024RDL8;P04424;A0A0S2Z3B0;F8W943;B4DU69,ASL,cytosol,cytosol,cytosol
1117,A0A024RDM4;Q9BQC6,MRPL57,mitochondrion,mitochondrion,mitochondrion
1118,A0A140VJL7;A0A024RDN1;Q13099;F5H6C2;Q6MZX0,IFT88,unclassified,unclassified,unclassified
1119,B2RE94;A0A024RDN3;Q8WVE0;B3KP02,EEF1AKMT1,cytosol,cytosol,cytosol
1120,B2RDY3;A0A024RDP8;Q9BW62;B3KUK7,KATNAL1,cytosol,cytosol,cytosol
1121,A0A1X7SBT5;A0A024RDQ5;Q92664;H7BZH7,GTF3A,cytosol,cytosol,cytosol
1122,A0A024RDQ7;Q9H2K0,MTIF3,mitochondrion,mitochondrion,mitochondrion
1123,A0A024RDQ8;P40938;Q5U0C2;B4DKE6,RFC3,unclassified,nucleus,nucleus
1124,B2R728;A0A024RDQ9;P30825;A0A0A8K9B7,SLC7A1,recycling_endosome,plasma_membrane,plasma_membrane
1125,A0A024RDR0;P09429;Q5T7C4;B7Z965;Q59GW1;B3KQ05,HMGB1,nucleus,nucleus,nucleus
1126,A0A024RDS1;Q92598;A0A024RDQ0;A0A0A0MSM0;B4DZB4,HSPH1,cytosol,cytosol,cytosol
1127,Q9UBW7;A0A024RDS3,ZMYM2,nucleus,nucleus,nucleus
1128,A0A0A0MRI1;A0A024RDS7;Q8IXQ4,GPALPP1,cytosol,cytosol,cytosol
1129,A0A024RDT1;O75570;B3KNV2;X6RFD4,MTRF1,mitochondrion,mitochondrion,mitochondrion
1130,Q5W111;A0A024RDT6;B2RE68,SPRYD7,trans-Golgi,trans-Golgi,trans-Golgi
1131,A0A024RDU0;Q9UL03;B3KQH5;G5E9X1,INTS6,nucleus,nucleus,nucleus
1132,A0A024RDU3;O60858;A0A184AP76;X6R9U5,TRIM13,ER,ER,ER
1133,A0A024RDU6;P32519;Q6MZZ4;A0A0U1RRL5,ELF1,nucleus,nucleus,nucleus
1134,A0A024RDU9;P13984,GTF2F2,unclassified,unclassified,unclassified
1135,P06400;A0A024RDV3;A0A3B3IS71;B4DRB3,RB1,nucleus,unclassified,nucleus
1136,A0A024RDV5;A0A024RDT9;Q9Y2H6;G5E9X3,FNDC3A,ER,ER,ER
1137,A0A024RDV7;O00505;Q53F09,KPNA3,cytosol,cytosol,cytosol
1138,A0A024RDV8,TSC22D1,cytosol,cytosol,cytosol
1139,A0A024RDV9;Q8N0X7;A8K6Q9;B4DXT5;B3KML8;B3KMI3,SPART,unclassified,early_endosome,early_endosome
1140,A8K8L1;A0A024RDW2;Q0D2Q4;F6S7C4;Q8NEM7;R4GND2;B4E2D5,SUPT20H,nucleus,nucleus,nucleus
1141,Q9NWB6;A0A024RDW4;B4E3J6,ARGLU1,nucleus,nucleus,nucleus
1142,A0A024RDW5;Q9Y2V7;B4DG73;A0A140VJG7,COG6,Golgi,Golgi,Golgi
1143,A0A024RDW8;P08572;B4DH43,COL4A2,ER,ER,ER
1144,O00410;A0A024RDY0;H0Y8C6;B4E0R6;B3KWG6,IPO5,mitochondrion,mitochondrion,mitochondrion
1145,B3KRY3;A0A024RDY3;P11279;Q59FZ0,LAMP1,lysosome,lysosome,lysosome
1146,A0A024RDY4;Q14186;Q5JSB5;A0A024RBZ0;B7Z569,TFDP1,nucleus,unclassified,nucleus
1147,A0A024RDY6;O95409,ZIC2,nucleus,nucleus,nucleus
1148,A0A024RDY7;U4PSC4;Q9NPJ6,MED4,centrosome,centrosome,centrosome
1149,A0A024RDY9;B1ALK7;E7EUY6;E9PDQ5,ARHGEF7,plasma_membrane,plasma_membrane,plasma_membrane
1150,Q5JUR7;A0A024RDZ1;B2RC94,TEX30,unclassified,unclassified,unclassified
1151,A0A024RDZ2;Q13042;B2RCW0;Q5T8C6;A0A3B3ISD2,CDC16,nucleus,nucleus,nucleus
1152,A8K2S7;A0A024RE02;Q8NBM4;X6R5E5;B7Z6T7;B3KW74,UBAC2,ER,ER,ER
1153,A0A024RE03;Q8N0X4,CLYBL,mitochondrion,mitochondrion,mitochondrion
1154,A0A024RE06;P49917;A8K8Q4;A0A0C4DGV9;B2RBW4,LIG4,unclassified,unclassified,unclassified
1155,A0A024RE14;Q49AR2,C5orf22,cytosol,cytosol,cytosol
1156,A0A024RE24;Q96GK7,FAHD2A,mitochondrion,mitochondrion,mitochondrion
1157,A0A059V7J1,NEK4,cytosol,cytosol,cytosol
1158,P04062;A0A068F658;B7Z7G9;B7Z6S9;D3DV87;A0A223PQI4;A0A0G2JLB3;B7Z6E6;A0A0G2JNZ5;B7Z731;A0A0G2JNZ0;A0A068F579;A0A068F753;A0A068F4C8,GBA1,lysosome,lysosome,lysosome
1159,I7L574;I7KDP0;G0TQY6;A0A068W6H0;P50895;A0A0A1TTQ0;A0A087WXM8;A0A1A9C7B7,BCAM,plasma_membrane,plasma_membrane,plasma_membrane
1160,Q14135;A0A075B6E4;G5E9M7;A0A0A6YYI5;E7EQU6;G5E9M9;E7EWF5;F8W708;E7EUJ2;Q0H0I7,VGLL4,cytosol,cytosol,cytosol
1161,A0A075B6F9,NOSIP,unclassified,unclassified,unclassified
1162,A0A075B6H4;Q9H8E8;B4DMS0;A0A7I2V574;A0A7I2V3N1,KAT14,nucleus,nucleus,nucleus
1163,A0A087WX83;A0A075B749;Q5VU43,PDE4DIP,unclassified,cytosol,cytosol
1164,A0A075B773;O00623;A0PJ54;K7ELY8,PEX12,peroxisome,peroxisome,peroxisome
1165,A0A075X6N5;P03928;A0A1B0W0U4;A0A059RKD4;A0A059RNH1;A0A059RSG1;A0A059RV36;A0A097Q3K7;A0A0G2UR89;A0A343YTD5;A0A343KX87;A0A143FZ63;A0A161GI05;A0A1B1PEM9;A0A023QZ89;A0A1S6M160;A0A1X7RCP4;A0A343F814;A1DT13;A4ZL69;A0A6G9L718;Q4GUF2;A6Z3V4;H9T6C8;I3Q9B1;K9R3Q7;A0A059RI25;A0A143FYL8;Q0Z7D7;A0A0U3FIW0;T2HIA7;U5YV54;V5JPT0;V9JTG4;V9M714;T1SWT3;Q9B1A3;Q8W8E1;Q7YEE7;A0A346M015;A0A3Q8QWA8;A0A3Q8QX02;A0A3Q8UFX6;A0A3S9JHN9;A0A410REW9;A0A5P8DLM8;A0A649YE97;A0A649YF30;A0A6B9RDI4;Q85KW5;A0S208;A0SBU5;A0A5J6E9P9;M1LM67;A0A493QZE5;Q3S924;A0A346M0F5;E7E463;F2WHR5;G9LF90;G9LL05;D1G3X0;H6TVP0;E5DY52;A0A346LZY4;A0A346LZQ8;D6R613;A0A143FYJ4;A0A3Q8UG22;A0A1B1PEP8;A0A493QZL8;A0A344AK07;A0A343GM20;H9RZ55;A0A344AJ71;E2DFE6;A0A346M0E1;D6C0Z2;H9PSV8;Q5XTF0;Q3S937;Q4F675;Q5S8S7;D1GI26;Q6RM58;Q7YCG7;Q4F196;A6YTJ7;E1B2Y7;A8JL09;A8JMT6;H9T2R7;B2XIJ9;Q6RLG0;B8X5B2;Q5S8W6;A0A0D3MAD6;A0A141ZRF6;A0A059QPX7;A0A0R4RVQ5;A0A141ZQA3;Q6RMN1;A0A344AK35;A0A7D5TKI1;A0A1W6EMC5;A0A3Q9VIX3;A0A4D6FHA4;A0A517BEF5;A0A6G9L7Z9;Q5SAB0;Q5SAC3;A0A141ZQN3;Q6RLZ4;C8YFB2;E5E1V2;A0A346LZT4;Q4EWR0;A0A141ZQW1;A0S8D6;A0A343GTX5;B2XEL6;A0A059QM53;B4YC28;B7TCM5;B9EG24;E5QC94;G3C9Y5;F8RZJ4;A0A023QXN0;A6YYT8;H9E7S1;H9NQW0;H9QCE6;H9QNW3;L7XY67;Q305N4;Q5GND0;A6Z7K1;G9B020;G9LC48;F2WGM5;U3KX66;G9LIB9;X5BPV5;A0A059RQV9;A0A0E3D7E7;A0A1J0QQD7;Q6RKZ6;H9SRR9;A0A5J6M8H9;A0A059RUI7;A0A5P9RLW4;A0S9D7;A0A343H8W5;A0A346M051;A0A348H8B4;A0A5P9RMR9;A0A059QTT8;R9Y6A5;A0A059QNN4;A0A342YIX6;Q7YCD6;J7K7C6;Q4GR32;Q4VG42;E5QB59;Q6RNJ6;Q7YEG9;Q8HNQ6;U3LAD1;H9SZ30;C8YA16;B2CB77;A6YXS5;A1DVF0;Q4GFJ0,MT-ATP8,mitochondrion,mitochondrion,mitochondrion
1166,A0A075X839;P03891;A0A5P9RRZ5;A0A344AJY5;A0A1S5SIF8;A0A344AJP4;A0A344AJL8;A0A344AJG6;A0A343YSM2;A0A343YSA5;A0A343WPE2;A0A343W5C1;A0A343VU85;A0A343V8B8;A0A343UHW6;A0A343UGN7;A0A3G5AUZ2;A0A411LA75;A0A411IJC0;A0A059QTG0;A0A344AK11;A0A344AKB5;A0A1P8VYD8;A0A059RMQ9;A0A059RMD9;A0A059RLB6;A0A059RKW4;A0A059RHX1;A0A059RSE3;A0A1L1ZGP3;A0A649YF82;A0A344AKC8;A0A3G5BYM1;A0A3G5ATG7;A0A345AL49;A0A345AKJ1;A0A345AK48;A0A345AJ21;A0A344AKF4;A0A3Q9CRN4;A0A5J6MAF9;A0A059RNF5;A0A5J6M9H7;A0A343T0A1;A0A343SY73;A0A343SXI9;A0A343E896;A0A343E116;A0A410REU1;A0A343DTM9;A0A342YB82;A0A342Y2C5;A0A342LGJ7;A0A342LFW3;A0A1Z1VTG4;A0A1X9MJW2;A0A1X7RBG6;A0A1W6EPG1;A0A1W6EKG8;A0A1V0MD76;A0A343UE79;A0A3Q9CTK1;A0A3Q9VKI3;A0A455LBA6;A0A5J6M8G6;A0A5B9RBK2;A0A5B9R570;A0A5B9R1Z9;A0A4D6FP69;A0A493QZN3;A0A481Y984;A0A3Q8R0T0;A0A3S5HPG0;A0A410REY6;A0A3S9JI49;A0A343E2Z2;A0A3S9JI06;K9R0L5;A0A3S8PTC9;A0A3S5HPG3;A0A059RN26;A0A059RP58;A1Z593;A0A059RPB1;A0A1C9IIQ0;A0A1C9CVN4;A0A1B1PEL5;A0A1B1CX63;A0A143FYT0;A0A059RYW7;A0A0Y0JBF6;A0A0X9UB67;A0A0X9U3X1;A0A0S1S4Y4;A0A0R4Q164;A0A0N7J0V9;A0A0N6YPQ6;A0A0N6YNI3;A0A0N6W1Y0;A0A059S365;A0A059S1K2;A0A1J0CZU5;A0A1J0PU08;A0A1J0PUX6;A0A059S383;A0A096WCP8;A0A088FT89;A0A068BZL1;A0A068BXN1;A0A068BR83;A0A068BKJ3;A0A059S9X8;A0A0E3T351;A0A1J0Q6C2;A0A1P8VXV5;A0A0E3X6Q8;A0A1B0W3E2;A0A1L1ZDT9;A0A1L1ZAL1;A0A1L1XZ34;A0A1J0QHF1;A0A059S160;F2WFY8;G9LJ13;A0A344AKA2;A0A059R983;A0A059RAT6;A0A059RHB1;A0A059RRF2;A0A059RWS3;A0A059RW63;A0A059RVC2;A0A023QBA5;A0A023I845;A0A059RTA5;A0A059RSZ5;A0A059RID5;A0A059RS15;A0A059RRY6;A0A059RPY2;A0A059RHW8;A0A023I7J4;A0A023I9B6;A0A059QUH8;A0A059QFL0;A0A059QSS4;A0A059QRK8;A0A059QQ67;A0A059QQ15;A0A059QK46;A0A059QJT8;A0A059QJD2;A0A059QET0;A0A023Q460;A0A023ZT78;A0A023ZSE2;A0A023QIP2;A0A023QHC9;A0A023Q8P7;A0A059RUR0;A0A023Q694;A0A1V0MCD5;A0A7D5T6L6;A0A096X4K0;A0A1S6NPX8;O78759;Q305R3;T1Q6I0;L7YLF7;L7XTV0;Q4ZEH6;Q4ZEF0;L7XQT2;L7XP52;L7XNT1;L7XKU3;L7XIA4;L7XDQ5;Q305D3;Q306D0;Q4ZFH7;Q4G8X9;Q0VWP6;Q0Z7S2;Q0ZFJ9;Q5S8V6;Q9T3Q5;Q9B2Y8;Q9B2X3;Q9B2W4;Q9B1Q7;Q9B186;Q5S9Q5;Q2LHC6;Q15GW0;M4QID2;Q2LHB3;Q2HKW8;Q2HK51;Q2HJR5;Q27H21;Q15IQ8;Q4VFX7;Q4F5S2;L7XV45;W8D7D4;V9J408;V9J9X6;V9JCI4;V9JPX9;X5C6K8;W8DHB9;W8DEH1;V9PAG7;V9J341;V9N5K8;V9JY92;V9JUS8;V9JTH3;V9JQL9;V9JFT4;Q4EWN7;V9J3Q6;Q4EWE6;Q4VFB0;Q4G830;Q4GRX1;Q4GPI9;Q4GM05;Q4GLJ9;Q4GJJ7;Q4GEA1;Q4GE88;Q36733;Q4EWR3;Q4F5W1;Q4F4T6;Q4F2Q6;Q4F2L7;V9JQD4;Q4F2J1;Q4F1T1;R9Y6B2;R9Y898;R9Y983;L7XP32;A0A343JKF1;A0A343JJM8;A0A343IDY4;A0A343GTB4;A0A343GCZ5;A0A343FR89;K7X9W0;L0E828;A0A343KV69;A0A343GQI9;L7SM42;A0A1S6NPN2;U3LRH3;Q7YEE3;Q7YEE4;Q8HG16;A0A343F3W6;A0A343L1Z8;Q8HG14;A0A343E945;A0A343GDL6;A0A343R068;A0A1S6NF58;A0A1S6NCX1;A0A1S6LZD4;A0A1S5SIK4;A0A343E8C2;A0A343E971;A0A343L4W2;A0A343JXX5;A0A343SU80;A0A343S509;A0A343RXZ8;A0A343RX48;A0A343LLL9;A0A343LEV8;Q8HG15;Q8HB65;S4X2H2;V5JMR8;Q8HG17;Q8WCW8;Q8WCX4;U3L9G0;V9J1J4;V5L860;V5JRL7;V5JKI1;Q5SAC6;V5JJK6;U5PQT0;U3M4Q6;Q7YEE8;T1Q7G1;Q8WCY6;Q5S8T0;U3M3R7;Q6RME0;Q85KY9;Q7YCF2;Q85KW6;Q7YEH3;Q7YED5;Q7YCG4;U3LRT4;Q5XTG6;Q4F5C9;Q7GXY9;Q6RMP3;Q7GN52;Q7GMR7;Q6WQ54;Q6VIF8;Q6RRL1;Q6RN84;Q6RN54;A0A096WKC4;A0A1S6NUK9;A0A096Y8Q7;A0A7T4WQA0;A0A6B9CTI8;A0A6B9Q807;A0A6B9RAM7;A0A6B9RC68;A0A6G9L5S8;A0A6H0MVX6;A0A6H0MYY1;A0A6M4ADA9;A0A7D4W3D5;A0A7D5PHG9;A0A7D5PHZ7;A0A7D5PII3;A0A7D5PNB9;A0A7D5TGI5;A0A7D5TJD0;A0A7D5TLN0;A0A7G5XR92;A0A7T4WNZ1;A0A7T4WQ11;B1PIN3;B2CB48;D1G458;D6BXZ9;D5K736;A0A343JMJ4;A0A344AK47;A6ZGN8;A6ZH82;A0A6B9R8Y0;A0A6B7GJU6;A0A7T4WQC9;H9PCW6;A0A7T4WQR0;H9PFB1;H9PSP0;H9PTY2;E5E126;E5E0K7;E5QC91;H9MPQ3;E3W6J9;C8YAY8;A0A1S6NZ70;A4ZL79;A4ZLH0;A4ZLR1;A6YUF6;A6YZ26;A6Z655;A6Z7V2;A1DTN1;A6Z8H3;A6ZCL4;A6ZFB0;A6ZFE9;E5DZN2;A4ZLF7;A6ZH05;A7IZ41;A8WEK0;B0Z714;A6Z9Z3;A6ZGG3;A0A343GGA2;A0A343GRV7;A0A343LPY7;A0A345AK06;B4YDS0;A0A343JIZ2;D7PAT6;B2KLI5;D9MZU0;D9MWW2;A0A343R0E4;D7NIW4;B2XJF7;B2D4I5;B2XL67;B4YDJ2;B2WRN2;C7B3M4;B5M8B5;C8Y977;C7B303;B8XYF4;C7SDU3;A0A096YBW5;C8Y0I5;C8Y850;A1E1P3;A0A7T4WP53;B5M8N2;C8YBX6;C8YC28;C9D4Z3;A0A343JIW6;A0A343JJC2;A0A343JKL4;A0A343JJ83;A0A345ALP2;C8Y0L1;B2XIH0;A0A343E8I7;A0A343JJA8;A0A343R0H0;A0A7D5PMR4;C7B3J8;A0A345AJY0;A0A343SU54;A0A7D5TRP7;A0A343SVJ8;A0A343R0C9;A0A345AJC3;A0A345AJB0;A0A343E9E9;A0A345AIW7;A0A141ZQV8;A0A345ALT0;A0A141ZSK6;A0A6B9Q8L5;A0A343JIX9;A0A343JJ42;H9QXC4;A0A345AK84;A0A345AJR5;E1B2G8;A0A141ZRF3;H9PEH5;A0A6H0MVE1;H9P2Q4;A0A0E3DIV8;F1B820;F1B745;F1B732;A0A3S8PVB5;H9P057;F1B6V4;A0A059RSB5;F1B657;A0A059QZ90;F2WIJ8;E5E1W2;F1B631;F2WJ04;F2WJ82;F1B5V3;F1JZY1;A0A097PVS8;A0A649YG52;A0A0B5GXH2;A0A097PZC4;G3CA08;F2WEE2;A0A097QCX3;A0A097QDU5;F2WEB6;A0A0D3MAQ8;A0A0E3DJ15;A0A0D4WP23;A0A0D4WRN5;A0A0D5Z8K6;A0A0E3DGP0;A0A0E3DHG4;F2WE38;F2WET5;F5CUT2;F1AZ46;G5D861;G9LB57;G9LAZ2;G3C9V6;G5D8P3;G5D8H8;G3C9Z5;G5D848;G9LET1;G5D835;F2WFI2;G5D7Z6;G5D7X0;G3M3K6;F2WIN7;G3CA47;F8V3X9;F1AZ20;A0A649YGX1;F1AKU9;E9P6P8;E9NKR5;E7E499;E7CQ77;E7CMJ8;F8RYR8;F8RZQ1;E5E1A4;F8RZN0;E5E139;F2WEN3;G4W4W6;F2WFE3;Q305V2;G3EBP7;H9S3J8;H9SJA3;J7HWL3;I3Q9C1;I3Q8F9;I3Q0K3;G9LGG6;G9LIX4;F1B6I7;A0A650GAE1;A0A344AK50;H9QNT4;I3PX83;H9QWR6;H9R0T3;H9R440;H9RZM0;I0B6L9;H9SR06;H9S6D6;H9S739;H9S765;H9SBJ9;H9QKX0;H9SCA9;H9SK52;H9SL14;K4GW09;K4GW31;H9R0Q7;H9E790;H9P018;H9NX93;H9M4E2;G9LMQ6;H9M4A3;H9LUI2;H9LP71;H9E7T1;H9E7M0;H9E7G8;H9E7F5;H9E7A3;H6WJ42;H6WHL7;H6WHA0;F2WEK7;G9LK66;G9LJS3;G9LJA4;H9SX38;H9Q0E4;H9Q7X0;F1B605;H9QK86;E9K9E7;A0A3Q8UG58;A0A059RJ01;W8D669;A0A6B9RG45;V9J6L5;X5BLL0;A0A059QCT2;A0A023QCY0;A0A059RMY5;A0A096WDG3;A0A023QCK0;S4V2T5;A0A343LEZ7;R9Y5U6;A0A6B9REP4;A0A7D5TKR2;A0A343LEU5;X2C0X2;A0A3S9JI86;A0A649YFD0;A0A6B9RB26;A0A6B9RE36;A0A059QGX8;A0A059QQ92;A0A059QSG3;W8DJA5;V9J1V9;U5Z856;U5Z807;U3LCV4;U3L7M8;Q305J8;U3L4X1;A0A410RF65;T2HLS5;Q9B2Z3;Q9B2Z8;R9Y271;R9Y5V8;A0A059QSV5;X2C5R5;A0A0N6YN64;Q6VL12;A0A343KLL3;I6N708;A4ZKY8;A6Z529;A6ZAC3;A6ZHD2;A7LDG3;A0A6H0MT00;A8JN25;B2YB74;C8Y7E0;C8YGV5;A0S244;Q4GUY7;Q4G6W4;I6QHI3;I6QAV6;A0S296;A0S231;E5DYB4;U3L7B9;Q6RPH6;E5DZE1;D8L3S0;A0A343JK99;A0A343JSD8;A0A344AJ10;I6QHF7;A0A7T8JKH5;A0A344AJT3;A0A5B9R3P4;A0A649YF40;A0A6M8U355;A0A7D6BNB8;A0A7T5BMV4;G4VZG8;I3PYM7;A0A3S9JHQ0;H9QZ61;A0A343LFA1;A0A343GUC7;A0A023QK46;A0A343GQY2;A0A023QFX6;A0A343GTU6;A0A343GTF3;A0A343GSU5;A0A343KMI8;A0A059RHP1;A0A3S9JI51;A0A7D5U388;A0A7T4WQ52;A0A059RBA8;F2WG27;F1B7L4;A0A344AJG3;F2WHZ0;G5D8C6;B1W713;H9P588;H9LLZ4;E9JYA5;H9E777;G9B0G0;G4W1P8;A0A344AJK3;G4W127;A0A344AJI9;A0A344AJC4;A0A344AJ46;A0A344AJ96;G4VZN3;A0A343FH20;A0A343GLQ0;L7XTP3;H9PHX1;A0A059RNS8;A0A141ZQA0;A0A0E3T408;F2WIE6;G9IGR2;H6TWU0;H9LJE4;H9LQQ4;H9NQV7;H9QEF8;A0A0E3T2D7;H9SPG0;H9T686;I3Q5S3;J9V0I5;G3FGM6;A0A344AJX2;K7WII7;Q2HJS8;Q4F5N3;A0A059RLN6;A0A0E3M5Q2;A0A1B0W0X8;A0A059QUA0;U3L7I6;V9JGI4;W0C2T4;A0A1B0W8Z5;A0A023QZJ5;A0A059QKI7;A0A059QQH1;A0A059QQR5;A0A059QT87;A0A0S3CSN9;A0A0E3JPE8;A0A059RBE9;A0A059RPL5;A0A059RRL9;A0A059RS86;A0A059RVR1;A0A075C882;A0A096W092;A0A096WFB8;A0A0D4WPV4;Q4G716;Q4GA32;Q4GC21;Q7GM50;A7LD85;B8X4J9;B8X5K0;B9EDU1;D6BXU7;D6C304;D6C3E7;D8L3T3;A0A344AJU6;A0A140DFY7;Q4GJS5;A8QT63;A0A3S8V805;A0A096WX57;A0A096WND3;A0A088CNH3;A0A075C7Y0;A0A059RX96;A0A3G5CAS1;A0A059RW21;A0A410REX5;A0A7T0M6D0;A0A6H0MUH3;A0A6G7GCS8;Q4GQH7;Q4GQK3;Q4GUI1;Q4VFQ5;Q15GZ9;F5BAE1;Q15H38;E5FFB4;A0A343R0N7;A0A345AIR7;A0A411L9R0;A0A411LA09;A0A4D6CTP0;A0A4D6CVH5;A0A4D6J5N2;A0A5P9RMU6;A0A649YEA8;A0A649YED6;A0A6B9RBM6;U3L359;Q7YEG0;H9NZ82;A0A343GSL7;L0E7R4;B2XHY9;F1B5L2;A0A345AJ73;Q305C0;Q305W5;G9LKI3;A0A343K8I7;A0A343IIM2;A0A343GQ33;T1Q6B2;U3L324;U3LQM9;A0A343GRF1;A0A343GR99;V5JRM9;A0A343GR08;A0A1J0QBB5;Q6VHR5;H9S091;H9RM84;H9PJL9;A0A343GRY3;C7SK84;H9M4B6;Q4F4F4;A0A345AK22;A0A6M4AJY5;A0A7G5XR53;A0A7T0M692;A1E1D9;A0A343GRJ0;H9E7Q9;A0A343F622;B0Z740;F2WI81;G9LCQ3;G9LHU7;A0A343SRG5;G9LI64;H9E7C9;A0A343GQG3;R9Y5H7;Q9B2Z6;Q9B2Y6;A0A343FB66;A0A343FBA5;A0A343FGH5;Q9B0T5;A0A343G2Z8;A0A1B0W202;A0A343GK93;A0A343KKG2;A0A343LET2;A0A343SQJ8;A0A343SU41;A0A344AIY4;A0A344AIZ7;A0A344AJ23;A0A059RSB6;A0A344AJ49;A0A343E997;A0A343GG63;A0A059RNM8;A0A343DSH6;A0A342YLN5;A0A342DHX2;A0A1S6NF01;A0A343GQC4;A0A343F7F3;A0A059QM62;A0A059RHV9;A0A059RNM9;A0A059T3A1;A0A068BS51;A0A068BUJ5;R9Y654;A0A0E3DJ57;A0A343FNU4;A0A343GCP1;Q7YCE4;Q7Y6G2;Q5S9M9;A0A1B1PER0;A0A059RK81;A0A1S6NAQ6;X5C5Z6,MT-ND2,mitochondrion,mitochondrion,mitochondrion
1167,A0A076NBC8;B4DG84;B4DI12,KIDINS220,plasma_membrane,plasma_membrane,plasma_membrane
1168,A0A087WSV0;Q9HB09;A0A0X8ASA9;A0A0X8AT42;I6LJZ5;I6LJZ7,BCL2L12,plasma_membrane,plasma_membrane,plasma_membrane
1169,Q9NV06;A0A087WT20,DCAF13,nucleolus,nucleolus,nucleolus
1170,A0A087WV67;A0A087WT23;O00124;B4DKK1,UBXN8,ER,ER,ER
